seed,experiment_name,dataset_view,model_name,split,checkpoint_path,accuracy,accuracy_std,accuracy_min,accuracy_max,macro_precision,macro_precision_std,macro_precision_min,macro_precision_max,macro_recall,macro_recall_std,macro_recall_min,macro_recall_max,macro_f1,macro_f1_std,macro_f1_min,macro_f1_max
summary,mean,clean,resnet18,test,,0.9993041057759221,0.0009841430496681167,0.9979123173277662,1.0,0.9993734335839598,0.0008860987232914456,0.9981203007518796,1.0,0.9991319444444445,0.0012276159395599607,0.9973958333333334,1.0,0.9992492344166749,0.0010617428701012478,0.9977477032500248,1.0
